PG.ProteinAccessions,PG.ProteinNames,GAERS_602_SCx,GAERS_601_SCx,GAERS_625_SCx,GAERS_614_SCx,GAERS_628_SCx,GAERS_590_SCx,NEC_601_SCx,NEC_687_SCx,NEC602_SCx,NEC_603_SCx,NEC_688_SCx,NEC_604_SCx
F1LN69,F1LN69_RAT,387938.1563,404373.1875,401777.5313,374913,399660.625,435903.0625,448346.4063,440656.7813,437264,391113.9063,403730.3125,435700.6875
F1LN87;F7FFP2;Q4KLJ9,F1LN87_RAT,4920.562988,7255.558105,5943.005371,15588.99316,7778.427246,3410.419189,11074.72656,12784.54004,15973.75586,12968.28613,9486.15918,3931.604248
F1LN88,F1LN88_RAT,542046.6875,589804.25,568638.3125,476335.9063,558950.375,601528.8125,661830.25,515637.5938,594571.5625,650234.625,674503.6875,506165.4688
F1LN92,F1LN92_RAT,326847.375,325371.875,344886.5313,349227.1875,318628.9688,386153.6563,316407.6875,334078.3125,337795.4688,312031.5938,301766.625,302613.375
F1LNB3,F1LNB3_RAT,18975.09375,16076.52832,19191.36328,23683.3457,18015.23828,22839.5957,19625.96289,20578,19882.49609,19312.49414,20790.25391,18295.2832
F1LNC4;P58200,F1LNC4_RAT,84437.78906,98643.28125,86626.82031,89924.88281,91465.89063,97050.69531,107135.2578,100856.5078,134767.375,90820.14063,93749.66406,95134.9375
F1LNE5;Q4QQR9,F1LNE5_RAT,16300.25098,12127.05957,16159.90527,15410.20801,14897.99902,18456.56445,20448.11719,16665.63672,17733.98242,16894.97266,24162.81641,17939.88867
F1LNF0,F1LNF0_RAT,103559.6406,127423.9688,115569.1406,109747.6875,116480.625,121574.9766,119171.8516,110968.9453,97619.27344,122057.7266,111781.0234,89536.82031
F1LNF7;Q99NA5,F1LNF7_RAT,3620816.75,3638642.5,3434982,3422808.25,3528914.25,3938828.75,3369819.5,3594637.5,3214272.5,3190211,3247491.5,3394080.75
F1LNG5,F1LNG5_RAT,21094.78516,18732.61914,19698.45117,14901.63574,22761.92969,21564.17969,20448.3418,14855.63574,18049.91211,17499.96484,23346.81641,20461.63672
F1LNG8;Q5BK62,F1LNG8_RAT,48416.27734,47996.17969,51213.79297,43153.04297,60052.85938,53251.99609,74449.66406,77014.32813,86077.39063,91584.00781,83381.30469,81016.60156
F1LNJ2;M3ZCQ2,U520_RAT,57215.76563,51672.16797,56525.64844,60827.46094,64833.52344,73768.1875,61115.30078,54324.96094,55893.48047,69962.82031,64477.5625,63606.12891
F1LNK0,F1LNK0_RAT,3122488,3235935.25,2795200.5,2520317,2663903.75,2725890.5,3035408.25,2904358.25,3061558.75,2684378.25,3012440.5,3031049
F1LNL2,F1LNL2_RAT,8013.455078,4378.65918,14628.45898,10897.94629,14190.61426,13227.96582,18215.51367,21618.8457,14191.33398,11661.21094,8365.842773,8797.549805
F1LNL3;Q80ZB2,F1LNL3_RAT,5697.915527,8492.735352,6066.262207,15437.86133,16265.04199,19062.59961,15135.69824,8402.008789,5554.88916,5675.692871,5948.477539,4275.805664
F1LNM0,F1LNM0_RAT,1048442.938,519060.4688,1077964.75,962303.375,1005572,492240.75,1090877.125,1150813.75,925140.125,864112.75,965235.125,514031.6563
F1LNP8,F1LNP8_RAT,37657.04297,34182.97266,35493.23438,36929.87109,35584.0625,34101.46094,36103.02344,36692.42969,32194.94531,28114.57031,27166.5957,32425.71484
F1LNQ9;F1LNR1,F1LNQ9_RAT,5707.888672,5217.651367,5257.26709,4100.131348,5634.989258,10273.30762,9074.242188,10992.08398,3210.105225,8855.618164,7755.554199,9243.910156
F1LNS2,F1LNS2_RAT,31342.14844,27542.69922,32988.55078,34662.08594,25643.96484,33873.05469,30802.13477,37251.75781,36006.03125,24236.82617,30785.25586,29006.53906
F1LNT0;Q62951,F1LNT0_RAT,736606.125,773970.5625,816565.125,752979.3125,836553.875,890082.8125,958885.1875,708146.1875,758992.5,871002.1875,779209.0625,821356.3125
F1LNX7;Q5PPK9,F1LNX7_RAT,74305.94531,82592.6875,79539.95313,88010.69531,68313.10156,79486.67188,80441.02344,83262.39844,80834.23438,74630.69531,68401.25,79982.73438
F1LNY3;P13596,F1LNY3_RAT,3244042.75,3481828.25,3312275,2969470.75,3172456,3634407.25,3200828.75,2925010.5,3421665,3323719.5,3155299,3091241.25
F1LNZ2;F1LRS4;H9KVE4;Q2LC84;Q2LC85;Q2LC86;Q2LC87;Q3MUI1,F1LNZ2_RAT,50920.32813,37628.26953,43218.15625,53484.82813,46430.36719,47272.01953,40325.57813,62132.08594,52915.625,41070.71484,60278.91016,68869.99219
F1LP01;P49621,F1LP01_RAT,95934.48438,80899.1875,79774.52344,89315.99219,85720.71094,85807.97656,97866.75781,96914.0625,87347.71875,85501.08594,76109.3125,81737.63281
F1LP15;Q01956;Q5PXK5;Q5PXK6;Q811T2;Q811T3,F1LP15_RAT,49262.76563,37235.07422,54163.57031,61335.44141,39439.49609,52427.11719,25580.67969,70671.8125,44443.47266,39004.51172,48599.34375,45067.37891
F1LP21;Q9WVA1,F1LP21_RAT,11613.54102,15351.76758,14983.40137,14974.29492,13012.66602,13744.88672,6172.016113,18798.77344,36134.35938,10215.64063,17168.55469,18498.65039
F1LP30,F1LP30_RAT,85997.63281,83446.75,89489.25,113090.375,79828.01563,93436.59375,106333.8125,107634.1719,97481.21875,90630.69531,67766.98438,84762.35938
F1LP57;Q4KSH6;S4VP54,F1LP57_RAT,255558.25,231982.2813,245882.25,259057.2813,211622.2188,251898.4219,241589.1563,273536.0313,203917.3438,229328.9063,225337.9063,237826.8438
F1LP66;P49185,F1LP66_RAT,27468.75391,14827.68262,22445.42578,28397.58984,29810.55469,37364.99219,31459.11914,28404.65039,14227.78125,17903.45508,24514.5332,29487.03516
F1LP76,F1LP76_RAT,119591.6953,123523.4922,121857.3672,124850.8359,136876.3125,149656.3281,147764.0469,145698.1719,115842.8516,146633.7344,124393.4297,125102.0625
F1LP80;P20156,F1LP80_RAT,43915.10156,30948.03906,36309.96875,44007.38672,33177.86719,44888.02344,61066.88672,43549.02734,133016.6563,34982.00391,54234.79297,39343.70313
F1LPA3;Q76M68,F1LPA3_RAT,32485.24023,29170.07813,33169.71094,33629.47266,28106.40625,36443.68359,38658.64063,38055.94141,34822.86328,33408.58984,36136.39063,31268.24414
F1LPA6;P20717,F1LPA6_RAT,224797.4063,234628.5469,265444.6563,219418.6094,229614.7969,178572.4688,233842.8438,178428.5625,227929.0313,195626.5469,250666.2656,197986.1875
F1LPB3;O88813;Q6IN15,F1LPB3_RAT,3907.740234,10549.99219,10116.32422,12528.78809,12457.64063,4887.367188,12757.86523,3919.473633,16534.7793,13408.68848,4079.580811,8797.740234
F1LPB9,F1LPB9_RAT,431954.4375,325197.25,433930.6563,438473.9375,348773.3125,457334.2188,291409.0313,446053.8125,456743.6563,326317.1875,386067.6875,375806.375
F1LPC6;Q9JHW1,F1LPC6_RAT,30255.10742,32333.36719,27373.33789,23576.56445,27279.51953,30336.01367,27952.73828,32756.0918,28650.45508,33002.73828,36859.16797,36982.11328
F1LPC7;Q8VHK7,F1LPC7_RAT,96319.10156,78601.875,98114.4375,106042.9453,65102.57031,9298.541016,100189.1484,108237.4609,138226.7813,99617.96875,110607.25,94113.04688
F1LPD6;P21775,F1LPD6_RAT,163648.6563,172902.0625,177100.1719,145703.7656,155899.0469,168486.7344,174261.1406,144607.6719,166297.0781,174653.125,189371.0625,184967.3906
F1LPG3;O88588,F1LPG3_RAT,374630.6563,370604.875,371416.2813,428364.7813,390679.9688,405790.5625,363224.4688,382055.375,361471.9375,345311.4375,317679.4375,347305
F1LPG5,F1LPG5_RAT,806497.4375,789158.4375,768416.3125,909759.9375,679217.5625,821908,752931.75,817962.3125,1085413.625,697174.125,700806.6875,737426.375
F1LPG9,F1LPG9_RAT,8259.051758,4698.324219,6341.575195,9535.229492,7474.361816,4269.40625,8309.109375,5370.724609,9719.574219,7950.547852,8815.21875,6322.615723
F1LPK7;Q63598,F1LPK7_RAT,179549.7969,200063.9219,188608.7969,145867.4688,195629.2188,208678.3438,189633.7969,208137.1406,176184.7969,227190.6875,162242.6563,160524.4375
F1LPK9;Q8CHJ1,F1LPK9_RAT,3416.809326,6253.158691,3209.338867,8771.460938,8455.216797,4939.41748,6048.12207,9683.845703,6018.505371,14192.49805,8701.541016,6067.275391
F1LPL6;P15127;T2CB11,F1LPL6_RAT,8814.862305,6578.147949,8279.618164,8443.185547,4628.890137,12361.3418,4154.619629,4423.19873,9648.290039,10805.07422,8443.560547,8157.65332
F1LPM3,F1LPM3_RAT,317268.9375,277745.8438,308260.9688,270088.3125,259851.9688,279448.9375,291935.3438,290868.8125,230608.9375,298898.125,318722.375,287821.625
F1LPP6,F1LPP6_RAT,202465.7656,213199.8594,213496.1719,202667.8125,216367.9844,180134.3281,222212.9063,202019.4688,221821.8281,178850.625,171215.4219,249713.6875
F1LPQ9;Q5U301,F1LPQ9_RAT,50328.93359,52709.78125,44398.10156,11385.57129,47591.82813,25413.09961,67812.07031,63410.55859,51050.375,45240.66016,49966.23828,53609.72266
F1LPS8,F1LPS8_RAT,1794601.375,2017113.5,1922524.5,2012708.125,1870866.25,2115975.25,1901150.875,1979521.375,2471349.25,1905400.375,1717138.875,1866940.375
F1LPT0,F1LPT0_RAT,17446.70703,16764.91406,18723.02734,19166.50781,22759.64063,17816.25391,18675.55664,29860.52734,18764.22266,30399.54492,38398.5625,31073.79883
F1LPT4;O88831,F1LPT4_RAT,104837.9219,104647.2734,111114.25,108513.4141,101987.3203,103452.1641,105371.7344,152294.4688,125303.4844,102616.0625,124061,132928.0469
F1LPV0,F1LPV0_RAT,163190.0469,186673.8281,169821.2813,202419.6563,168065.6563,185139.6563,166201.5781,199043.125,150754.0938,178413.3125,197082.3125,191113.3125
F1LPV2;P98166,F1LPV2_RAT,5916.719727,15895.08887,26831.54102,3569.843262,7324.10791,7405.423828,8160.19043,27471.41406,13929.66309,3098.172852,9157.645508,10326.00195
F1LQ09,F1LQ09_RAT,79036.17188,70522.125,84842.80469,71620.65625,41778.69531,99719.89063,83422.28125,91558.86719,97475.67188,109459.2031,94850.07031,68804.54688
F1LQ48,HNRPL_RAT,275158,299786.6875,288888.9688,318421.1563,321509.2813,257995.7656,314275.7813,292032.9375,228955.8594,277609.7188,296354.625,290736.375
F1LQ55;P11915,F1LQ55_RAT,168367.9063,140699.1406,166075.6719,185775.9688,156503.9219,163280.6875,173446.2813,189028.0625,210582.625,155376.3906,167444.0938,181783.5781
F1LQ83,F1LQ83_RAT,30944.95117,16613.48047,27783.80273,28366.21094,20318.56445,27881.43164,17645.55859,24115.5332,25052.88867,12660.4707,17470.14844,24994.74023
F1LQ92;G3V9D3;Q80Z70,F1LQ92_RAT,6903.585938,31192.41016,19900.73047,35020.08984,16168.51074,15927.5498,25041.67773,26264.29297,21728.97266,28717.07422,20852.01563,33159.46094
F1LQC1;P07872,F1LQC1_RAT,43272.26563,13683.6123,43622.78906,46064.06641,44597.54688,50060.59375,47950.48438,45055.5625,47881.68359,51424.62109,50366.14063,40566.28906
F1LQD2;P97756,F1LQD2_RAT,157088.0313,149580.5938,167382.4063,134336.5625,144708.375,169774.0469,117762.7344,124054.5703,150709.3281,134223.875,127992.9766,135897.1563
F1LQI1,F1LQI1_RAT,163592.4688,162113.7813,161501.4844,201669.7031,160888.3125,180729.7031,178640.875,192623.3438,210553.3906,164092.5938,163634.3906,157510.5
F1LQI6,F1LQI6_RAT,23585.61133,28027.36523,20067.96484,20278.89453,19013.32617,31992.51953,31030.83984,25527.83398,28430.94727,25113.75586,28558.12305,24296.4375
F1LQN1,F1LQN1_RAT,5296.470215,3789.9646,5638.865234,3944.17627,4412.922363,5985.431641,4759.615234,5067.305176,4574.671387,3539.703125,5885.400879,2333.96582
F1LQN3;Q9JK11,F1LQN3_RAT,908596,892939.8125,876326.5625,815471.25,722249.8125,978884.625,962682.1875,989483.5,1151038.75,1138506.25,1055212.125,902013.375
F1LQP8,F1LQP8_RAT,66961.21094,49894.5625,71257.5625,70457.80469,51068.96094,67974.14063,67302.03125,68787.5625,90953.96094,74035.23438,68381.35156,62922.14453
F1LQP9,F1LQP9_RAT,118261.7031,121713.7656,125189.2891,134989.25,118770.5391,130257.3906,129072.6563,101245.75,111635.6953,126565.1328,125675.7813,112193.8438
F1LQS3;P21533;Q6P790,F1LQS3_RAT,519036.625,627574.9375,545396.6875,642848.4375,596535.1875,590331.4375,594742.125,591439,669089.25,587481.875,580283.5,545489.5
F1LQV9;M0R7K1,F1LQV9_RAT,663558.6875,669197.3125,685365.3125,803651.8125,725836.9375,699086.5,678911.8125,716515.125,866726.8125,622042.75,642454.25,705702.1875
F1LQX4,RHG44_RAT,192036.0156,211603.2969,195877,190324.4688,218983.7344,215792.5,235211.0469,220198.9531,182428.6563,202161.4063,202805.3594,227022.1875
F1LQY6,NECA2_RAT,87784.32813,92035.875,75187.15625,74137.39063,95739.00781,74738.88281,100292.4766,72896.25781,78230.3125,83122.07813,65019.16797,78768.90625
F1LQZ3,F1LQZ3_RAT,94163.41406,93404.47656,92161.38281,95983.84375,74293.53125,98222.65625,89787.85938,85535.01563,87285.46094,89895.72656,78852.97656,76335.55469
F1LR02;Q9QZD2;Q9WUW5,F1LR02_RAT,36010.67969,3643.292969,29712.41797,21050.48438,20378.25586,4975.703613,41200.78125,20417.31836,20377.0625,5645.833984,22210.84766,19144.49609
F1LR10,LIMA1_RAT,3668.917969,6714.546875,6802.467773,14554.87207,6238.239258,12790.49902,12271.02246,5135.95459,11933.92188,11850.87891,11768.28711,8166.073242
F1LR18,F1LR18_RAT,30346.07031,27071.41016,33050.82813,37276.04297,34369.25391,40396.12891,39616.08203,36542.45313,36876.0625,33677.42188,36495.51563,35018.22266
F1LR33;Q6W5G4,F1LR33_RAT,36653.3125,41162.83203,44510.33594,43748.46094,41342.6875,37150.98047,56622.38281,39292.88672,30984.37695,37624.48438,36407.91016,45774.73438
F1LR39;Q499N3,F1LR39_RAT,3475.675293,7675.972656,13321.10938,6157.852051,4580.027832,8080.84668,5102.86084,25998.01172,4418.089355,28239.97266,17065.6582,7009.625977
F1LR52;F1M3J4;Q59DL1;Q6QMG5;Q6QMG6,F1LR52_RAT,3133.942627,16530.57227,8522.304688,5497.467773,4497.075195,4841.295898,4555.616211,4297.241211,7311.377441,11381.37988,8691.052734,5466.730469
F1LR60;O35430,F1LR60_RAT,8207.898438,9284.162109,15648.07715,2777.767578,5084.391602,16643.01367,8930.34082,8388.085938,7124.302246,14862.12891,16423.2207,18576.61133
F1LR84;P97738,F1LR84_RAT,14331.62598,13619.92871,16232.60352,15936.70801,17882.82422,15852.61914,20760.07031,18144.05859,7357.616699,12199.7959,18235.39063,12316.57422
F1LR92;Q63556,F1LR92_RAT,3844.667236,3757.229248,7193.454102,8602.926758,8044.810059,7223.865723,11045.85059,4017.023682,6489.607422,12457.41113,9297.318359,7477.32959
F1LR98,F1LR98_RAT,13474.32617,6804.083984,3492.092773,13929.625,3447.181641,9260.833008,4137.191406,12606.37305,15357.21875,8993.579102,12037.74707,8437.839844
F1LRB8,F1LRB8_RAT,261967.3594,274911.0938,264277.6563,321773.9688,301944.7188,338438.7188,276099.5,287787.0625,257416.7188,272874.6875,257954.7813,249891.5
F1LRC2;P55009,F1LRC2_RAT,40621.96094,38370.45313,42388.62109,48997.16406,47351.35547,40370.05078,41380.15234,24901.36328,44937.86719,31041.70117,23436.35938,25525.0293
F1LRC6,F1LRC6_RAT,901878.9375,912252.8125,932827.5625,748018.0625,898129.625,1010082.5,895774.4375,828311.9375,839101.625,944680.3125,856758.75,900090.0625
F1LRE1,F1LRE1_RAT,191701.1875,165680.5781,170602.75,136333.9531,141574.7813,150797.1563,145843.6094,149211.9375,125882.2188,207047.3281,238406.4688,198945
F1LRE5,F1LRE5_RAT,5578.064453,6207.228027,5502.241211,6393.368164,4208.547363,5492.754395,4035.684082,4976.328125,4251.491699,5741.666992,4700.087891,5689.055664
F1LRF3,F1LRF3_RAT,100982.4531,107907.4141,104393.9531,131635.2813,98360.14844,122438.7734,113046.5859,130664.9141,186789.7031,109428.4375,109707.7734,129922.8906
F1LRI5,F1LRI5_RAT,69647.01563,115062.3906,102424.3047,90869.15625,92459.07031,119379.3359,112175.8828,88849.63281,119444.6094,121988.5078,112227.9688,85918.21875
F1LRI7,F1LRI7_RAT,643593.5625,723754.0625,694003.625,543814.6875,682971.9375,566714,660480.0625,583885.875,525787.6875,523831.375,629477.1875,738841.8125
F1LRJ9;Q8VIF7,F1LRJ9_RAT,50931.15234,52451.34375,52454.52734,46772.08984,57069.37109,47054.9375,93551.80469,83623.44531,84406.23438,91341.32813,103663.375,92222.27344
F1LRL4,F1LRL4_RAT,23761.37109,27471.97852,25617.11328,30641.11914,22139.57422,28442.37891,21437.94336,23653.81836,24543.53906,25531.40039,22534.4043,16975.95898
F1LRM0,F1LRM0_RAT,5123.532715,4579.780762,5454.748047,5073.908203,6853.958008,4388.861328,4204.623535,8851.291016,9493.650391,7560.010254,31933.4668,4755.152832
F1LRP7;Q9QZ81,F1LRP7_RAT,12978.63477,14988.78027,17323.27539,17570.35547,19128.66602,19775.55078,17386.19531,16900.33789,12874.36621,19415.63086,6999.166016,15206.48438
F1LRQ6,F1LRQ6_RAT,28442.39453,34236.99219,31077.64844,31202.42969,33960.40234,31368.98242,30714.4043,24335.02344,23785.19141,4126.812988,30630.76953,21395.83984
F1LRV4;O88600,F1LRV4_RAT,1147572.375,1098556,1055898,1029627.938,1126037.875,1180270.25,1060882.875,1147143.125,1085731.875,1268737.375,1303730,1119024.75
F1LRV6,F1LRV6_RAT,70134.42188,63952.16406,91618.07813,84467.46875,94540.60156,95019.40625,98771.4375,82216.30469,128552.125,89840.89844,93244.14063,74790.71094
F1LRY5;Q64380,F1LRY5_RAT,14154.8584,9852.036133,17676.34961,15812.71191,13291.5625,18657.42188,20262.24023,21102.8125,17668.37695,27178.85742,27403.14648,13819.08203
F1LRY7;Q9JKA9,F1LRY7_RAT,40194.08594,34288.64844,38057.28125,39014.32422,32743.49609,42910.52734,26723.44531,42586.94922,35175.20313,33362.73828,28143.94531,39775.57031
F1LRZ7,F1LRZ7_RAT,1726749.75,1756570.5,1923037.125,1726979.625,1810379.125,1769383,1087252.125,1553526.875,1060408.25,1360073.625,1336925.25,1429619.125
F1LS01,F1LS01_RAT,34194.25781,40405.67578,44241.76563,44757.82813,44352.06641,41577.85938,37973.30859,41962.32422,43769.30078,38053.03516,41192.61719,45083.87109
F1LS42,F1LS42_RAT,8522.321289,3880.769531,18195.15039,5288.912109,6101.535645,19702.38477,6382.368652,62124.28906,4963.272461,9021.126953,8416.195313,11394.97559
F1LS74;F1M450;O88279,F1LS74_RAT,3880.264404,7101.334961,5617.476563,7458.798828,9044.422852,8998.654297,10261.01953,6838.853516,5314.92627,8477.249023,4261.93457,4985.613281
F1LS79;Q00657,F1LS79_RAT,6509.478027,18302.30273,14444.41602,16012.99316,22703.46094,8361.661133,26960.53125,20076.56641,8568.952148,18192.28906,17332.72266,19918.03711
F1LSC3,F1LSC3_RAT,57858.30859,67014.57813,54461.88281,65720.11719,63404.33984,68248.63281,68593.14063,60784.24609,83382.53125,63021.35547,64560.15234,62133.04297
F1LSC5;H9KVE7;P36407,F1LSC5_RAT,356481.25,359385.625,370799.5938,327945.1563,345137.5625,407464.3438,372094.5938,334880.3125,515024.1875,378856.4688,335030.4375,364051.1563
F1LSG0;O08816,F1LSG0_RAT,92575.70313,94308.04688,94510.67969,101355.5781,87521.17188,103308.7891,98016.45313,92064.38281,104225.6094,109718.8203,94399.28125,91313.86719
F1LSG8,VPS50_RAT,49551.36719,50886.75781,54659.08594,43069.0625,56134.64063,49163.19141,58877.02344,43722.86328,43778.76172,53721.72656,47420.81641,56761.73047
F1LSL2;P52590,F1LSL2_RAT,21832.42578,19757.95508,21775.22461,23222.34766,30258.05859,28814.4375,31576.70313,20693.81445,25512.16406,28047.16797,18984.08594,25544.04688
F1LSM0,F1LSM0_RAT,18705.75391,18575.87695,16324.44824,19303.70313,17108.04688,23944.21289,24198.49414,27560.30859,25048.25781,29932.02344,22070.67773,15725.72852
F1LSM5,F1LSM5_RAT,64778.13672,88474.83594,84359.46875,74686.27344,81819.84375,109999.1641,98171.28125,116589.1563,127188.0859,150102.1094,125910.3047,60218.33984
F1LSM6;Q08603;Q68G48;Q6P9Y2,F1LSM6_RAT,12865.40039,21336.03516,13110.39453,16961.78906,19336.69922,17140.65625,9834.520508,11387.69727,11737.98926,14341.58105,15791.66016,14154.26367
F1LSP9;Q5FVC3,F1LSP9_RAT,5247.517578,2601.728516,12273.58398,4169.345703,9543.089844,8050.144531,4466.101074,4599.49707,6077.35791,4043.611328,5234.016602,3000.641113
F1LSQ0;Q924K2,F1LSQ0_RAT,7897.100098,4668.088379,28618.10352,18460.89648,5951.908691,25865.62109,6635.655273,25440.43164,7270.698242,21197.375,27665.08984,3764.241455
F1LSR8;Q8CFG5,F1LSR8_RAT,141019.8438,152005.6875,166239.1563,157612.2031,141445.625,178935.5625,161939.9063,218843,208087.8281,169505.1719,148194.7656,162762.4531
F1LSS1;Q9Z1M9,F1LSS1_RAT,15252.33496,11784.0918,9029.271484,20147.82031,19993.08008,20162.44141,18659.76953,19742.15625,7654.574707,22858.60938,18164.11914,16832.67773
F1LST0,F1LST0_RAT,3811.883301,10514.95508,11379.46875,10615.98438,6999.696289,7376.315918,13130.24219,14973.97266,7817.388672,7403.251465,7055.501953,5827.345215
F1LSU6;P63035,F1LSU6_RAT,82780.375,81244.21875,77663.04688,86084.83594,97176.98438,89620.97656,86612.92969,86201.78125,108515.7109,90060.60156,83472.51563,97431.09375
F1LSV0;Q4KM50,F1LSV0_RAT,17200.49023,4041.671875,15327.67969,13387.8584,9142.30957,12037.99805,16903.67188,18527.1582,9155.791992,2950.750244,14327.74707,16432.43359
F1LSW6;P0C644,F1LSW6_RAT,8772.826172,12954.12207,10397.22266,14292.86914,13787.45215,11558.01855,16603.20313,14646.53516,15629.22461,10907.86426,14386.05859,9709.481445
F1LSY2,F1LSY2_RAT,243058.2188,307602.4063,202761.7031,228266.1875,224125.0313,258056.1719,302348.375,225946.8438,219338.0625,234880.8438,220531.2813,233077.5781
F1LT13,F1LT13_RAT,31913.26367,43283.53906,5143.177734,5828.464355,7836.375488,7676.865723,7033.470703,7488.155273,5616.649414,4810.066406,5245.016602,3448.609375
F1LT36;P63326,F1LT36_RAT,188161.0938,231307.1563,192765.0156,197713.7969,237881.8594,197633.9375,221135.9375,152280.625,257580.3281,163808.125,179536.8438,197434.8594
F1LT41;Q9JI51,F1LT41_RAT,133993.3906,132023.8438,124666.1016,123022.6016,129785.4609,100969.1172,131782.7344,111573.7109,136847.4375,118542.0859,133504.0625,142628.0938
F1LT49,F1LT49_RAT,230459.3438,258042.3438,276513.9375,249340.0938,234921.4844,307938.4375,257167.8594,293186.375,304876.7188,277873.375,248277.7344,292825.0625
F1LTF8,F1LTF8_RAT,4688.392578,2561.800293,4991.477539,14128.61426,24211.11719,23314.64648,25411.39844,22910.48828,33330.60938,4688.461914,4655.888672,26264.09375
F1LTJ5,F1LTJ5_RAT,94896.44531,110874.9688,114498.9922,75009.95313,110116.6172,97848.20313,105980.25,64871.16797,69303.41406,109105.7031,98772.21875,101037.5625
F1LTR1,WDR26_RAT,56886.12891,33195.42578,59666.68359,44186.29688,53384.48047,52210.28516,28133.52344,58591.17969,57168.42969,76776.46094,70452.25781,61098.82031
F1LTU5,F1LTU5_RAT,14685.11719,16732.11133,16009.28418,21220.36523,19171.10742,16977.50586,18162.14258,19532.80664,23595.82813,16309.44238,18305.61328,16960.74219
F1LTW9,F1LTW9_RAT,168096.8438,146740.6719,152896.1094,136368.0313,156582.625,152121.7188,123830.375,133189.9375,109453.6719,126608.1172,120966.1719,136800.0625
F1LTX8,F1LTX8_RAT,40623.28906,36625.05469,39083.625,36596.20703,35775.57031,40476.34375,38272.25391,36416.89063,47900.93359,47674.90234,48843.98438,29526.22266
F1LU03,F1LU03_RAT,12692.39258,6192.197266,6429.19043,8568.212891,10939,8972.379883,8208.161133,6415.024414,7070.288086,8953.449219,10733.33008,4536.675781
F1LU14,F1LU14_RAT,20866.18164,15523.58008,17237.09961,13944.60938,18201.79297,17700.26563,19181.97266,15307.23828,22202.27344,15641.80371,20116.58789,20130.51367
F1LU27,F1LU27_RAT,6546.617188,4669.746094,5344.498535,7904.662598,7312.710449,17792.60938,7463.930664,12176.42773,17046.40234,3994.204346,5342.152344,15431.01758
F1LU48,F1LU48_RAT,40767.48438,46456.03516,41848.125,50146.91797,44177.05469,42287.03906,48613.14844,49724.69141,40798.14844,41519.66016,38373.5,46568.49609
F1LU71,AUHM_RAT,1610831,1485292.5,1397894.375,1646493,1431830,1548610,1610709.75,1612914.875,1601544.875,1547659.125,1622773.375,1597194.125
F1LUB7,F1LUB7_RAT,29441.62695,29993.60938,31585.92578,25727.19531,36030.69141,32376.19922,37436.12891,34613.14453,26649.375,34396.875,34517.52734,31416.78516
F1LUC0,F1LUC0_RAT,9699.263672,8669.27832,5915.049805,4941.631348,6644.02832,9800.682617,12816.07324,6708.957031,12297.89063,12908.42773,8473.804688,2721.438477
F1LUD3,F1LUD3_RAT,5383.728027,5159.879883,5731.763672,7032.149414,8049.198242,19683.02148,8968.053711,9034.59668,7764.597656,6103.01709,5620.474609,13528.00293
F1LUE2,F1LUE2_RAT,13696976,11259470,12088728,10618960,11319528,12579906,10535534,13401103,9995520,11629442,9929290,12413552
F1LUG5,F1LUG5_RAT,38901.88672,28169.78711,34299.31641,39103.32813,33888.64844,44181.94531,33435.50781,44539.54688,45346.22266,30960.70117,31980.86914,34469.23438
F1LUK1,F1LUK1_RAT,6957.777832,8015.683105,6535.297852,7295.100586,10759.60156,8020.916504,11601.28711,8914.006836,10741.92188,10528.88477,15531.22559,2580.777588
F1LUM5,F1LUM5_RAT,1350195.125,1722256.375,1155006.375,1049573.625,1120521.125,1610790.25,950517.375,1236266,1408641.375,1719916.25,1023199.125,1206440.75
F1LUR6;Q62640,F1LUR6_RAT,7917.592773,13902.47852,8995.431641,3181.884521,4260.54541,7042.383789,7395.165527,7218.365723,4416.709473,6581.04541,19149.13477,5377.674805
F1LUR9,F1LUR9_RAT,5912.17041,6594.418945,6613.030273,4728.785645,6881.538086,4557.588379,5706.438477,5164.54541,6590.894531,4103.988281,6743.973633,4071.809082
F1LUT4,F1LUT4_RAT,464350.0938,584848.1875,421018.375,493199.7188,531833.0625,502546.375,530836.5,445153.7188,362813.4375,530640.1875,458191.5313,481812.0313
F1LUV9;Q3T1H3,F1LUV9_RAT,147909.8438,152234.7188,144011.5938,147055.5625,169460.2031,136157.8438,163754.5156,134086.5938,134671.6563,153391.4063,142632.9219,141038.5
F1LUW9,F1LUW9_RAT,31839.49609,26990.63281,28694.71289,37684.17578,22338.8457,34967.25781,32906.76563,8892.148438,33753.32031,31489.48438,25103.30859,40257.52344
F1LV13;F1M3D3,F1LV13_RAT,485602.625,550736.6875,522231.9375,577037.6875,569892.6875,549622.875,645345.6875,533402.25,495412.7813,508380.2188,545151.125,524562.125
F1LV21,F1LV21_RAT,126760.875,122366.4766,128662.9141,133914.0781,127224.9844,134504,136128.5469,143967.5469,161951.125,132394.875,124819.8984,141834.6563
F1LV44,F1LV44_RAT,36973.61328,32774.08984,46277.08203,33354.98047,39011.90234,15167.62109,54882.64453,38273.67188,20039.63281,42977.39063,54085.02344,52439.85156
F1LV89,F1LV89_RAT,121772.8438,140564.1719,137017.6875,125852.0234,120273.9922,128189.2734,134042.2813,141493.6563,109838.7891,121957.4297,111702.1641,129592.2422
