PG.ProteinAccessions,PG.ProteinNames,GAERS_602_SCx,GAERS_601_SCx,GAERS_625_SCx,GAERS_614_SCx,GAERS_628_SCx,GAERS_590_SCx,NEC_601_SCx,NEC_687_SCx,NEC602_SCx,NEC_603_SCx,NEC_688_SCx,NEC_604_SCx
A0A0G2JT00;G3V616;Q6MGD0,A0A0G2JT00_RAT,91989.25,96663.29688,95781.5,71835.42188,85880.91406,68258.74219,86214.44531,57204.43359,111903.6719,71549.24219,87885.73438,72561.13281
A0A0G2JT06,A0A0G2JT06_RAT,340158.0938,417257.2813,586574.875,543805.8125,518372.2813,244008.5781,589268.75,252399.9531,601311.375,230760.4844,566715.75,237531.6719
A0A0G2JT23;D3ZA69,A0A0G2JT23_RAT,57185.16016,64325.78906,60799.02734,43907.33984,49312.72266,63645.30078,66416.70313,48764.40625,50195.94141,65080.24219,62600.90625,51872.1875
A0A0G2JT32;A0A0G2JUB3;A0A0G2K3Z1;F1M9C4;G8JLS4;M0RAB4;Q2MH90;Q2MH91;Q8CJH5;Q8R5M4,A0A0G2JT32_RAT,7881.96875,8800.955078,7489.601563,11505.6123,10895.61328,2688.754883,9746.990234,11009.96191,10449.92969,11491.3877,7344.181641,11359.78418
A0A0G2JT50;M0R4R4;M0RD55;O55148,A0A0G2JT50_RAT,126437.0078,136062.8594,119880.7266,141352.75,125822.0547,138703.0938,142731.1875,130162.125,130781.6641,98914.39844,100521.3203,113113.5234
A0A0G2JT62;G3V8P4;Q64604,A0A0G2JT62_RAT,65588.67188,68616.5,64579.03906,75057.67969,61289.83203,57898.00391,72061.8125,68809.07813,77766.49219,63113.87109,63985.78906,66705.64063
A0A0G2JT63,A0A0G2JT63_RAT,883070.8125,833418.5625,869718.75,913042.75,919523.4375,1077938.875,957888,1031591,1010207.688,938161.4375,847333.8125,907725.6875
A0A0G2JT77;A0A0G2K708;A0A0G2KA18;F1LYS1,A0A0G2JT77_RAT,51495.53516,51779.46875,53538.78125,53989.01953,55751.78516,39826.8125,50293.42578,47933.20703,44619.08594,38691.44922,45266.37109,57126.00781
A0A0G2JT78,A0A0G2JT78_RAT,522075.0625,525467.75,535104.625,618404.125,502887.5938,508666.5938,519984.3125,540709.4375,644867.3125,444643.5313,474316.4063,535654.875
A0A0G2JT88;Q4V884,A0A0G2JT88_RAT,11795.93066,5452.053711,7419.434082,14993.46387,22036.21875,3813.612061,22821.67578,33741.67188,17312.55859,9287.865234,12261.51953,4396.413574
A0A0G2JT93,A0A0G2JT93_RAT,555329.375,568102.5625,539829.4375,462937.0625,609770.5,485281.25,575254.25,441226.375,391011.4688,438578.625,494904.9063,513799.3125
A0A0G2JTA0,A0A0G2JTA0_RAT,112654.7344,89687.0625,114979.0625,98329.21875,107794.0313,118150.2422,100813.7969,107448.5469,94108.91406,96588.50781,124209.7422,111885.5391
A0A0G2JTA1,A0A0G2JTA1_RAT,286361.7188,271153.6563,290378.625,325793.0938,279202.3125,306196.1563,297886.5,291076.8125,277643.0625,304488.2188,300392.875,295516.4375
A0A0G2JTA7,A0A0G2JTA7_RAT,29398.61133,37121.59766,26294.41406,30519.19141,23154.05273,22214.29297,33878.1875,32648.76367,26992.06836,24800.80859,25563.70508,28460.22461
A0A0G2JTB2,A0A0G2JTB2_RAT,47715.04688,45496.625,56072.98828,71624.25,46270.69531,58330.01953,58236.41797,85121.03906,66842.38281,64496.83594,56373.65625,62523.46484
A0A0G2JTB5,A0A0G2JTB5_RAT,33966.76172,28391.87305,29052.72266,35047.24609,33037.21875,4049.685547,2355.787109,21541.69531,15985.8125,12401.14941,39037.50781,30849.21484
A0A0G2JTD0;P53817,A0A0G2JTD0_RAT,48076.30859,50836.50391,41987.25,51490.91406,50404.77344,58551.1875,50712.89453,44100.11719,57790.19141,56700.22656,54624.66797,36461.95313
A0A0G2JTD7;A0A0G2JUI5,A0A0G2JTD7_RAT,123010.1641,176148.7031,122085.1328,128361.9297,106071,142591.1719,128287.4688,131543.8438,114964.3672,167626.125,123200.4297,125585.4922
A0A0G2JTD8;D4A6T9,A0A0G2JTD8_RAT,53486.35547,63285.08594,60839.23047,56417.07031,67505.10156,69624.86719,76285.875,53281.35156,52314.04297,58755.45703,51609.64063,52359.32813
A0A0G2JTF2;A0A0G2JTS0;Q6P730,A0A0G2JTF2_RAT,17423.08008,42548.41016,27288.7832,31134.87891,27739.52148,52826.45313,29432.79688,38629.80078,34919.89063,67339.55469,53210.76172,34824.30078
A0A0G2JTF6;Q8CGV7,A0A0G2JTF6_RAT,185094.7656,174353.2656,194974.3594,190757.5469,183385.9844,201160.3594,205947.9375,215542.6563,240827.2031,208067.9063,219807.3125,217019.9844
A0A0G2JTG7,A0A0G2JTG7_RAT,439083.4688,460464.5938,429742.3438,573139.8125,430556.6563,461612.125,478412.9375,452121.5938,522983.1563,535069.625,595443.6875,465529.9063
A0A0G2JTH4,A0A0G2JTH4_RAT,590097.9375,577037.25,541262.4375,538463.25,502302,589063.0625,550279.5625,711045.75,767465.6875,646216.125,504130.2813,619686.4375
A0A0G2JTI8;P50123,A0A0G2JTI8_RAT,12970.45508,20598.25195,20091.14063,28135.28906,24145.43164,37551.98438,36451.27344,31998.26172,58735.91016,38775.39453,46300.80078,18535.17969
A0A0G2JTJ9;G3V969,A0A0G2JTJ9_RAT,21066.08203,21105.3125,21192.79102,18136.60547,17119.41211,8786.860352,26056.70508,16759.52148,20173.39453,16428.41211,19442.01172,22800.44727
A0A0G2JTK1;D3ZAU7,A0A0G2JTK1_RAT,37539.01953,20181.00781,41735.33203,30544.99805,43091.14453,43734.48828,40234.60156,36930.96875,39563.70703,36472.86328,32858.52344,36810.27734
A0A0G2JTK4;D3ZG37,A0A0G2JTK4_RAT,8987.293945,4069.44043,8441.581055,11813.26855,24639.76367,5165.301758,14089.53711,6719.933105,4706.489258,3732.954834,18452.66602,3610.129639
A0A0G2JTK6,A0A0G2JTK6_RAT,3296.883789,6295.489258,4562.24707,6900.979492,7698.461914,5093.006348,7770.190918,3403.294678,8795.5625,4133.429199,9762.740234,7389.760742
A0A0G2JTL4;Q63116,A0A0G2JTL4_RAT,7171.987793,3918.869629,7635.626953,5655.5,7560.632324,6915.076172,9790.959961,6861.673828,14558.69629,4880.378418,7487.371094,3160.088379
A0A0G2JTL5;P52873,A0A0G2JTL5_RAT,1010195.063,972128.8125,1014001,1013867.313,864031.4375,1063611.75,871033.875,990080.1875,837978.375,891312.6875,896777,919586.375
A0A0G2JTM9,A0A0G2JTM9_RAT,18527.70898,16967.27344,19602.71094,22366.27344,20810.47266,24401.23828,23287.53906,26431.83984,26059.95898,22577.75,21187.92773,22676.40234
A0A0G2JTN3;Q6IE24,A0A0G2JTN3_RAT,3138.336914,6930.966309,3341.217285,13394.68457,3584.210693,5530.103027,3806.350586,3424.941162,3059.55957,9351.083008,3276.343262,7763.086914
A0A0G2JTN4,A0A0G2JTN4_RAT,159190.1094,184194.8438,177985.0938,162299.6094,221106.5938,161809.4688,169833.7813,112102.625,105664.2891,172172.8125,139739.1719,179520.875
A0A0G2JTQ5;Q5XIG6,A0A0G2JTQ5_RAT,29312.40039,55526.60938,44131.92969,43876.96094,51473.22266,59051.43359,58004.96484,46230.28125,50624.73438,57134.97266,49429.30078,54812.4375
A0A0G2JTR4,A0A0G2JTR4_RAT,520312.1563,423104.1875,490968.125,429274.2813,419767.125,506447.2188,511817.6875,459169.5938,442098.0313,456258.2813,423194.7188,435991.6563
A0A0G2JTT2;A0A0G2JUQ5;Q498N4,A0A0G2JTT2_RAT,3505235.5,3730350.5,3432173.25,4096055.75,3020464.75,3719836.75,3336893,3582935.5,3601744.25,3220303.5,3026808,3126449.25
A0A0G2JTT4;Q5BK72,A0A0G2JTT4_RAT,29267.0625,31628.51953,45443.79297,40434.75391,39855.46094,8432.09375,8846.876953,49034.05078,45749.99609,44083.53906,5698.422852,34872.94531
A0A0G2JTT6,A0A0G2JTT6_RAT,7632.765625,5927.02832,8126.192871,7633.345215,7400.093262,9046.261719,8244.849609,14043.8125,16862.29688,8795.456055,7968.411621,3191.92041
A0A0G2JTV1;D3ZB30;Q00438;Q6P736,A0A0G2JTV1_RAT,78599.00781,94826.10156,84557.91406,90039.78125,100446.8594,102943.6172,107852.7891,84319.21094,98575.42188,146626.5156,141750.0781,77780.40625
A0A0G2JTW1,A0A0G2JTW1_RAT,668607.125,738477.125,611101.5625,695445,569925.4375,655545.8125,685843.5625,629623.6875,691808.25,656428.5,569430.125,684968.5625
A0A0G2JTW9,A0A0G2JTW9_RAT,97463.25781,107901.8438,102556.9609,129283.9531,144355.125,112393.7031,134335.1406,75219.46094,117050.4688,118748.5234,123072.5313,85100.35156
A0A0G2JTX2,A0A0G2JTX2_RAT,82060.50781,89007.91406,85915.08594,88502.96094,71187.23438,69617.46094,54065.54688,85142.80469,84234.04688,62093.1875,68277.57813,79414.17188
A0A0G2JTY6;F1LRK4,A0A0G2JTY6_RAT,50030,50368.75391,50951.55078,61737.37891,55772.85156,53624.61719,47166.43359,55130.05859,54290.51172,30994.43945,35801.8125,40794.0625
A0A0G2JTZ9;A0A0G2K251;D4A896;Q498U1;Q4KM08;Q68HW7,A0A0G2JTZ9_RAT,23645.73828,27378.29297,31425.85742,19613.17188,24758.4707,26287.25,37927.35547,36966.98828,24488.54492,42911.4375,28018.64844,23608.20508
A0A0G2JU01;A0A0G2K446;A0A0G2K4L2;E9PTJ8;Q5BK37;Q9Z1I6,A0A0G2JU01_RAT,4387.999023,8030.54834,4121.557129,15831.00879,10249.83496,2840.507324,11735.85547,22130.44922,13744.34766,26623.67578,4203.166992,9497.171875
A0A0G2JU07;Q7M767,A0A0G2JU07_RAT,995499.625,1000522.438,979286.5,1064507.375,1007621.625,943023.9375,936703.5,988407.1875,1142533,908916.0625,875803.5625,967468.625
A0A0G2JU11,A0A0G2JU11_RAT,176933.2031,176875.625,174343.1875,200158.2031,179715.3125,190284.1719,201416.1563,218205.3594,205463.8281,184121.9688,172015.25,179672.6094
A0A0G2JU15;D3ZGM1,A0A0G2JU15_RAT,24349.61523,17591.06836,27566.29688,26269.18359,35467.68359,29242.48047,26133.05273,27651.14063,27567.5957,29068.30078,29264.46289,20869.63672
A0A0G2JU25;B5DF50;D3ZFD2,A0A0G2JU25_RAT,4507.153809,6401.198242,4798.522461,6952.472168,7454.855469,8979.808594,6929.398438,7801.526855,7191.269531,5730.603027,7530.726074,8405.566406
A0A0G2JU49;Q4KLN2,A0A0G2JU49_RAT,41801.98047,41245.75,40230.89844,36765.11328,37565.73047,41978.94922,33781.01563,44851.93359,35179.25,32039.55664,38245.06641,40055.23047
A0A0G2JU56;F1M836;Q8VHF0,A0A0G2JU56_RAT,53797.78516,9008.114258,7636.526367,6609.755371,8289.668945,23266.0625,40887.38281,63850.94531,34279.33594,5350.971191,7787.734375,4565.290039
A0A0G2JU77,A0A0G2JU77_RAT,49363.38281,56636.83203,50957.92578,47722.35156,52997.04688,55146.16406,69218.97656,61036.60547,66211.61719,55025.28516,52797.08203,58044.31641
A0A0G2JU89;F1LQI5;Q2TL32,A0A0G2JU89_RAT,92791.5,94630.47656,98511.13281,100532.2109,93755.28125,121635.6016,103956.7734,116098.9219,108990.7578,114743.7344,105232.1406,97463.07813
A0A0G2JU96;A0A0G2JUA5,A0A0G2JU96_RAT,298166.2813,380325.1563,387205.4375,355667.8125,373919.75,359288.1563,417994.625,349967.7188,423161.125,387507.4688,457012.4688,240251.8594
A0A0G2JU97;A0A0G2K4K3;D3ZF64;F1LMJ7;O88563,A0A0G2JU97_RAT,184382.1094,195851.4531,162020.3125,200006.7188,156000.2344,202746.1719,170302.9219,187063.2188,258439.625,182076.125,165137.0469,192269.9531
A0A0G2JUB0;Q810F4,A0A0G2JUB0_RAT,5962.424316,17901.57031,23164.97461,27757.91016,25496.31445,21771.98047,26948.14844,26859.44336,26509.08008,17392.19727,24555.97461,21181.29297
A0A0G2JUC7;Q6AYH5,A0A0G2JUC7_RAT,695321.125,829619.0625,758876.375,701453.875,692837,725550.25,810733.625,688757.6875,971696.5,752069.625,755859.4375,763443.375
A0A0G2JUD4;A0A0G2K5C9;A0A0G2K763;B4F7D7,A0A0G2JUD4_RAT,145574,143571.0625,151202.2344,152169.2969,152587.1875,160737.0313,156230.7656,157757.5313,168568.5469,185799.7344,168081.0625,144007.4375
A0A0G2JUE4;Q5U4E6,A0A0G2JUE4_RAT,16797.5918,12723.24902,15449.93652,14003.96582,10873.07324,14351.19727,14875.14648,12350.16016,15611.96094,15194.90332,13659.96387,11315.66309
A0A0G2JUF1;A0A0G2JVG4;A0A0G2K6H4;Q9WVK3,A0A0G2JUF1_RAT,27298.44336,32594.60547,34742.40625,30183.56445,33783.84375,30556.00586,36337.23828,23606.07813,56310.27734,30865.96484,35739.04297,27800.8418
A0A0G2JUF2;D4A060,A0A0G2JUF2_RAT,35611.07813,41763.03516,44162.55859,52727.16406,45804.72656,56154.73828,48245.71094,56323.70313,60212.33203,46808.04688,40519.0625,49029.31641
A0A0G2JUG4;F1LS67,A0A0G2JUG4_RAT,178560.5156,151479.9375,206718.7969,204431.5625,195511.7344,218897.9375,170581.6719,215594.7031,211215,176245.125,193023.8438,203366.7656
A0A0G2JUG7,A0A0G2JUG7_RAT,305194.6875,285084.9375,300633.3438,349866.2813,302956.4063,357617.5938,313308.6563,332361.6875,317488.1875,316376.875,272352.8125,290192.875
A0A0G2JUH2;A0A0G2JY21;A0A0G2K7X6;Q5XLP8;Q64LD0,A0A0G2JUH2_RAT,58999.05078,60318.11328,54555.37891,58454.69531,57830.64453,62029.62891,63406.38672,65725.67969,47303.80859,61206.0625,51464.10938,64332.62891
A0A0G2JUJ9;D4A2Z6,A0A0G2JUJ9_RAT,35911.14063,38240.81641,31347.52734,8470.109375,8588.225586,15959.55078,36932.41797,33941.63281,30885.68555,23490.41016,37133.20703,37138.98828
A0A0G2JUK2;B2GV58,A0A0G2JUK2_RAT,8759.297852,7276.205078,6582.300781,13132.74805,7740.467773,10458.31738,9387.807617,13266.60059,18338.77539,12966.72949,13731.08301,13059.68945
A0A0G2JUK4;M0R4P9,A0A0G2JUK4_RAT,20941.16211,29801.43945,28972.0918,30161.33398,22515.08594,23493.45117,27847.65039,25745.4707,23404.58984,23213.04492,24804.18945,17662.87695
A0A0G2JUL7;B3GNI6,A0A0G2JUL7_RAT,567790.6875,539518.75,530948.625,579984,524217.875,545362.625,551137.9375,558639.1875,557443.3125,491793.9063,475713.5,529041.3125
A0A0G2JUM3;D3ZTJ0,A0A0G2JUM3_RAT,21672.79102,24153.36133,26887.60938,25330.82031,25498.02148,26057.83398,27546.95313,24318.92578,27059.93164,27459.48438,28735.26172,21201.17188
A0A0G2JUM8,A0A0G2JUM8_RAT,6968.220703,4219.655762,6545.106445,4355.212402,4378.457031,6032.545898,3132.663818,4570.8125,3153.350098,3779.774414,4860.547852,3176.147949
A0A0G2JUQ9;A0A0G2JXL3;F6Q5K7;Q6MG10,A0A0G2JUQ9_RAT,8832.202148,10374.19043,5860.678223,10754.77051,10114.97266,16291.07617,9628.957031,7956.90332,14348.95313,8076.432617,4162.62207,8029.782715
A0A0G2JUR5,A0A0G2JUR5_RAT,35156.6875,25923.73633,31830.6543,27420.4668,33201.61328,32391.69727,38871.73828,36908.70703,55714.79297,29960.91406,41611.88672,26228.57422
A0A0G2JUS7;B0BN86,A0A0G2JUS7_RAT,207981.8906,220052.5469,214282.875,198283.5313,185631.7031,206003.2031,197303.1406,214171.4844,150117.7344,197694.75,189969.5469,196320.0938
A0A0G2JUT1;Q6AYP5,A0A0G2JUT1_RAT,475660.1563,368899.9063,419664.25,332442.3438,449980.2813,366611.3125,505950.2188,391838.2813,381709.4375,360114.25,432888.1563,517842.0938
A0A0G2JUT8;Q3B7U4,A0A0G2JUT8_RAT,11136.47949,6750.882813,8970.496094,8460.816406,7210.127441,9188.185547,14162.08301,5915.056641,9386.96875,9361.085938,11477.33594,3177.728516
A0A0G2JUU7,A0A0G2JUU7_RAT,16797.93945,19973.60352,19629.02148,19369.63477,22399.48438,25848.27734,23170.24805,21095.39648,23338.40039,22319.29883,22631.20313,16943.59766
A0A0G2JUV4;A0A0G2JWU3;B5DER4;D3ZFE9;F1M9A4,A0A0G2JUV4_RAT,5726.389648,7625.21875,10487.93555,7731.297852,12976.73047,11074.89453,9071.916992,8430.486328,14156.53516,12574.27734,12116.81348,11013.80371
A0A0G2JUX5,A0A0G2JUX5_RAT,228447.5,250840.7031,248211.3438,270977.1563,206174.0781,292048.75,238762.8594,288699.8125,341062.7188,253913.7813,252449.5469,251657.0781
A0A0G2JUX7;F1M7S0;Q9JK71,A0A0G2JUX7_RAT,21744.51758,39235.03516,32311.1543,39682.23438,33108.85938,26230.77734,52090.94531,57149.125,49031.14063,48436.52734,38059.32813,44488.91797
A0A0G2JUZ0;D3ZKK5,A0A0G2JUZ0_RAT,66253.94531,65756.28125,61403.46094,74916.9375,66275.67188,77248.00781,71326.64063,85128.60156,73166.25781,76322.95313,67487.85938,73701.57031
A0A0G2JUZ1;Q8R4T5,A0A0G2JUZ1_RAT,4862.482422,2887.780518,5176.821777,2964.598145,8912.051758,23381.20703,2456.689941,5455.233887,3400.696045,20256.41992,5076.307129,8659.457031
A0A0G2JUZ5,A0A0G2JUZ5_RAT,31014.39648,34193.49609,32255.42578,32947.85938,37219.94922,35156.875,51951.29688,24956.16406,16450.35547,33815.79688,40200.58984,35029.71875
A0A0G2JV04,GGA3_RAT,130104.7969,132727.6406,131222.2188,161813.2969,141550.6875,157107.5,152807.5938,169070.7969,156524.6875,131000.9141,142869.0156,147471.8125
A0A0G2JV16;F1LQ91,A0A0G2JV16_RAT,21580.72852,16388.82031,9072.628906,22459.73633,5085.197266,31584.78516,7657.962891,32921.64844,20141.45313,32809.44922,17670.58398,26978.69922
A0A0G2JV19,A0A0G2JV19_RAT,9371.678711,7408.771973,21107.01758,46897.52734,11636.20898,24730.03906,12055.22754,35045.69141,4669.967285,6506.093262,21821.16797,36737.26953
A0A0G2JV20;Q6AYQ3,A0A0G2JV20_RAT,4979.618652,2586.874756,5301.530273,5312.042969,8702.412109,10094.49902,4474.880371,14029.09277,6439.675293,5601.536133,4286.470703,5542.79541
A0A0G2JV28;Q5FVH7,A0A0G2JV28_RAT,4677.780273,8560.882813,4393.743164,6281.596191,8722.732422,3028.093262,7605.259277,7197.455078,13879.96777,7237.915527,2395.762207,2626.680176
A0A0G2JV31;O54975,A0A0G2JV31_RAT,321828.125,331327.5938,309926.1875,297118.3438,308703.9688,324679.5625,365356.1875,313242.875,262343.9375,335660.9688,314726.0313,323650.6875
A0A0G2JV32;D3ZNS1,A0A0G2JV32_RAT,8319.335938,9371.496094,5716.554199,5224.135742,15626.12207,5385.401855,5478.932617,12368.13477,10226.25293,6019.46582,9494.944336,8194.869141
A0A0G2JV52;A0A0G2JW12;F1LNM4;M0RB00;P08649;Q6MG79,A0A0G2JV52_RAT,6232.307617,7054.528809,13958.59766,7227.412109,19017.14844,20988.60547,32476.5625,3512.605713,16824.49609,28831.98633,13035.74512,3022.177734
A0A0G2JV57;A0A0U1RRY3;A0A1L1WKF1;Q64270,A0A0G2JV57_RAT,10271.83594,24428.53516,24564.64453,23798.25195,22399.95898,16157.64844,22336.03125,29898.08008,10707.4502,13007.12305,8079.923828,11288.61328
A0A0G2JV72;A0A0G2K739;P61078,A0A0G2JV72_RAT,226224.8281,237971.2656,187200.6875,215011.25,214763.9375,198076.1563,193802.5938,203054.5469,209876.7344,198415.5781,201281.6875,225445.1563
A0A0G2JV93;P31422,A0A0G2JV93_RAT,302904.8125,281452.9375,307689.375,363903.5938,267094.4063,302112.25,333816.9375,409484.8125,355269.625,283876.8125,296739.3125,279895.125
A0A0G2JVB6;A0A0G2K4U8;G3V7P1,A0A0G2JVB6_RAT,163177.9688,200221.8594,163683.9063,221051.125,212485.2813,192000.5625,224436.5313,193219.0781,333084.8125,236289.6563,216885.2344,199228.8906
A0A0G2JVC2;D4A1Y0,A0A0G2JVC2_RAT,57827.99219,62774.58203,56275.58594,65612.80469,61396.22656,80764.03906,60602.21875,57699.01172,48446.51172,67631.21094,56633.62891,60191.44141
A0A0G2JVC8;P48450,A0A0G2JVC8_RAT,40339.58984,35375.5,40895.88281,33142.13281,44368.09375,51408.73047,33236.42969,11853.27539,23158.19922,35067.83594,11540.29297,16215.48438
A0A0G2JVD6;A0A0G2K913;P80385,A0A0G2JVD6_RAT,14317.85742,14271.2207,7756.099121,11220.36523,7266.553223,13453.9707,6627.398926,11211.22656,6855.01123,11148.08789,7605.504395,15590.24512
A0A0G2JVE0,A0A0G2JVE0_RAT,4215.820313,6331.928711,4488.355469,3905.175781,14671.81641,4650.875977,3178.099365,6359.464355,7002.805664,9654.046875,6931.905762,5700.489258
A0A0G2JVE6;G3V7W7;P15684,A0A0G2JVE6_RAT,31280.92188,42514.92578,30584.875,27933.25,35601.29297,39192.27734,29062.45898,36471.4375,38133.75,41241.83984,30772.63672,27748.39648
A0A0G2JVE8;D4AAF8;Q80WA4,A0A0G2JVE8_RAT,125548.5234,141131.0625,132245.9531,136918.4688,136913.25,137106.9844,137783.75,146226.0781,112478.3281,122841.6563,136365.125,146968.0313
A0A0G2JVF1;Q3B7K9,A0A0G2JVF1_RAT,23593.57031,23936.33984,23024.66992,28015.27539,27391.66406,28876.32031,24367.21484,30049.73828,34267.98438,26340.74609,24720.64063,27568.62109
A0A0G2JVG3;Q6P7S0,A0A0G2JVG3_RAT,579937.1875,556939.5,546423.3125,390786.9375,558722.0625,494323.3125,431950.3125,351707.625,318415.375,395457.4375,382417.75,390945.1875
A0A0G2JVH1;A0A0G2K318;F1M3R4,A0A0G2JVH1_RAT,8404.164063,15068.47559,10205.88281,12946.22559,13297.5498,5408.649414,8020.654785,4676.230469,5062.518066,3198.601807,5421.220215,4691.663086
A0A0G2JVH4,A0A0G2JVH4_RAT,1456622.125,1451158.625,1445319.625,1450625.375,1367928.5,1438844.625,1500418.25,1444585.75,1449269.125,1343037.125,1396625.375,1510991.875
A0A0G2JVI4,A0A0G2JVI4_RAT,27361.74805,7967.064941,35512.13281,4051.851318,30748.62109,19113.10547,35857.61719,33230.76172,41498.05469,44668.68359,46123.28516,18889.38867
A0A0G2JVI6,A0A0G2JVI6_RAT,55178.70313,42747.30469,47164.20703,34843.75,43794.05859,39860.78516,41828.01172,9088.682617,34209.69531,37778.88281,39379.44141,41707.01953
A0A0G2JVI9;Q62845,A0A0G2JVI9_RAT,18099.64844,16750.20313,18851.04102,21997.83398,13396.1084,24468.05664,19454.50195,24520.72852,19160.27148,24698.92969,21139.42773,21619.53906
A0A0G2JVK3;G3V9X3;Q9QZH4,A0A0G2JVK3_RAT,55329.35547,56511.95703,48136.92969,33254.91406,55660.61719,7488.587402,38006.60547,50805.6875,53867.96484,46209.46094,50565.15625,8633.003906
A0A0G2JVL3;D3ZL30,A0A0G2JVL3_RAT,35008.60938,9032.681641,36822.66016,35655.37891,9139.729492,40068.30078,41849.97656,47043.42969,38301.82031,32042.93945,6635.470703,37194.36719
A0A0G2JVL5,A0A0G2JVL5_RAT,29153.70117,27348.00977,31220.82227,22451.20313,31908.28125,32539.48047,34302.74219,29117.72461,29307.76172,51086.01563,41654.76953,34677.24219
A0A0G2JVL6,A0A0G2JVL6_RAT,253882.9219,269756.0938,276834.8438,273212.5625,304337.0313,198875.0625,248916.5,250165.875,199152.4531,172386.9063,241901.9375,296374.4688
A0A0G2JVL8;F1LS86,A0A0G2JVL8_RAT,209287.9844,208776.2813,213953.8594,206686.1875,203221.0313,226329.5,221861.6875,219324.1406,188192.8594,224129.9375,214870.6719,187480.5469
A0A0G2JVM2,A0A0G2JVM2_RAT,16199.35938,7250.350586,19751.00195,23137.02148,26560.2793,26403.91406,25497.36523,23497.78516,20147.86133,13224.01172,13522.71484,18762.89258
A0A0G2JVM6;P84060,A0A0G2JVM6_RAT,90033.60938,95190.03125,91762.30469,110341.9922,86650.875,100574.1328,105577.8906,101561.2656,90873.90625,91465,84368.21875,76732.78906
A0A0G2JVN4;M0RDN9;Q6J1Y9,A0A0G2JVN4_RAT,2566.668457,5668.445801,2732.593018,5973.424805,9172.742188,2879.536621,4950.030762,4649.461914,2502.240967,6471.390625,2679.536133,2497.816895
A0A0G2JVP5;B2RZ22,A0A0G2JVP5_RAT,97069.34375,88055.02344,94448.11719,90268.34375,88819.02344,110839.0703,91012.32031,104076.5,81561.17188,103619.3828,88624.22656,102851.0781
A0A0G2JVR9;Q4FZU8,A0A0G2JVR9_RAT,18138.50781,21208.96484,21127.10938,24655.3457,20220.90625,25571.89844,26449.07617,25502.12109,28259.32617,17220.23633,25408.98828,19537.58594
A0A0G2JVS7;Q5M7T1,A0A0G2JVS7_RAT,5170.176758,5716.802246,10772.56836,8621.570313,11200.20996,11524.56641,14172.71875,4946.476074,10104.62402,9048.901367,4695.966797,4609.900879
A0A0G2JVT5;A0A0G2JX38;A0A0G2K7S7;B2GVB6;Q63474;Q6MG19,A0A0G2JVT5_RAT,8316.144531,3765.544434,11286.69727,3649.296875,8109.859863,11251.1709,4403.771484,4980.229492,8530.267578,3167.128906,7965.851074,8727.142578
A0A0G2JVU0;D3ZAL8,A0A0G2JVU0_RAT,43311.99219,37015.15625,45891.125,39320.24219,42104.60547,42595.11719,45160.07031,48166.83203,50144.33594,37912.36719,36867.64063,44364.80469
A0A0G2JVU1;D3ZP06,A0A0G2JVU1_RAT,73698.61719,61421.34375,72230.28906,83325.61719,63524.91797,63994.41797,56474.03125,56656.20703,50024.14844,41302.14844,45433.61328,47111.76563
A0A0G2JVV5;Q5U2N2,A0A0G2JVV5_RAT,533938.4375,554942.5625,523403.5313,471804.875,565216.4375,571619.25,595258.3125,553880.875,554081.125,586960.6875,508619.7188,595216.75
